case_uid,status,execution_time_ms,edge_coverage,depth,operators,input_shape,error_message
fuzz_pt_16c953b1,Crash,1.0,3044,5,"AvgPool2d,Conv2d,BatchNorm2d,BatchNorm2d,MaxPool2d","[1, 4056]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_dd352788,Crash,1.0,5545,5,"Linear,BatchNorm2d,AvgPool2d,ReLU,ReLU","[256, 352]",mat1 and mat2 shapes cannot be multiplied (256x352 and 22x790)
fuzz_pt_031fa9ce,Crash,1.0,3562,4,"MaxPool2d,ReLU,Conv2d,ReLU","[16, 15, 32, 64]","Given groups=1, weight of size [39, 36, 5, 5], expected input[16, 15, 16, 32] to have 36 channels, but got 15 channels instead"
fuzz_pt_e04fed72,Crash,1.15,3305,6,"Linear,BatchNorm2d,ReLU,Flatten,AvgPool2d,BatchNorm2d","[128, 43, 64, 1024]",mat1 and mat2 shapes cannot be multiplied (352256x1024 and 570x868)
fuzz_pt_f4674e51,Crash,1.0,2828,3,"BatchNorm2d,Conv2d,Conv2d","[1, 12, 1024, 256]",running_mean should contain 12 elements not 63
fuzz_pt_5412c697,Crash,1.0,1069,1,AvgPool2d,"[64, 3030]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_f6dc6289,Crash,1.0,5860,5,"Linear,AvgPool2d,ReLU,Conv2d,BatchNorm2d","[256, 2998]",mat1 and mat2 shapes cannot be multiplied (256x2998 and 63x775)
fuzz_pt_72c2faf8,Crash,1.0,3363,3,"Linear,Flatten,Conv2d","[128, 31, 64, 64]",mat1 and mat2 shapes cannot be multiplied (253952x64 and 735x242)
fuzz_pt_b6dd7f01,Crash,1.0,1855,3,"MaxPool2d,Flatten,MaxPool2d","[256, 50000]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_e1749eef,Crash,1.0,2842,4,"Flatten,Conv2d,Flatten,Flatten","[64, 3088]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [64, 3088]"
fuzz_pt_f553c995,Crash,1.0,1932,2,"MaxPool2d,AvgPool2d","[64, 1915]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_1ffa49d5,Crash,1.0,6199,6,"Linear,AvgPool2d,BatchNorm2d,Conv2d,Linear,Flatten","[64, 34, 128, 16]",mat1 and mat2 shapes cannot be multiplied (278528x16 and 343x57)
fuzz_pt_ffdb92cb,Crash,1.0,3837,5,"Linear,Flatten,AvgPool2d,AvgPool2d,Conv2d","[16, 3848]",mat1 and mat2 shapes cannot be multiplied (16x3848 and 430x438)
fuzz_pt_db3477a4,Crash,1.0,3873,6,"MaxPool2d,Flatten,MaxPool2d,ReLU,ReLU,ReLU","[256, 3936]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_08d2640f,Crash,1.0,4443,4,"Flatten,AvgPool2d,Conv2d,Linear","[4, 21, 1024, 64]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_06044784,Crash,1.0,5660,3,"Linear,Conv2d,Conv2d","[1, 3624]",mat1 and mat2 shapes cannot be multiplied (1x3624 and 55x270)
fuzz_pt_93f9031f,Crash,4.27,4566,5,"MaxPool2d,MaxPool2d,Conv2d,BatchNorm2d,BatchNorm2d","[4, 43, 128, 128]","Given groups=1, weight of size [48, 37, 3, 3], expected input[4, 43, 32, 32] to have 37 channels, but got 43 channels instead"
fuzz_pt_af0dcdd2,Success,9.57,1715,1,AvgPool2d,"[128, 33, 256, 64]",None
fuzz_pt_ce9ab4c4,Crash,1.0,3065,2,"BatchNorm2d,Conv2d","[1, 1549]",expected 4D input (got 2D input)
fuzz_pt_d62441a6,Crash,1.0,2130,1,Linear,"[64, 43, 32, 128]",mat1 and mat2 shapes cannot be multiplied (88064x128 and 330x76)
fuzz_pt_6cda6276,Crash,1.0,3771,3,"Conv2d,Conv2d,MaxPool2d","[16, 3427]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [16, 3427]"
fuzz_pt_48b15f2d,Crash,1.0,3082,4,"Flatten,AvgPool2d,Conv2d,Linear","[1, 5, 128, 128]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_897ffcee,Success,3.52,3046,3,"MaxPool2d,MaxPool2d,Flatten","[64, 53, 16, 128]",None
fuzz_pt_d94834a7,Crash,1.0,3811,4,"AvgPool2d,BatchNorm2d,Flatten,Linear","[128, 56, 16, 16]",running_mean should contain 56 elements not 22
fuzz_pt_0b94a966,Crash,1.0,855,1,BatchNorm2d,"[4, 39, 16, 128]",running_mean should contain 39 elements not 13
fuzz_pt_23c9e2ec,Crash,1.51,1028,1,Linear,"[1, 58, 32, 1024]",mat1 and mat2 shapes cannot be multiplied (1856x1024 and 795x138)
fuzz_pt_f6d7a2ce,Crash,1.0,4029,6,"BatchNorm2d,BatchNorm2d,MaxPool2d,Conv2d,AvgPool2d,ReLU","[4, 36, 1024, 64]",running_mean should contain 36 elements not 37
fuzz_pt_9e267f09,Crash,1.0,3051,2,"Flatten,Conv2d","[1, 3724]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [1, 3724]"
fuzz_pt_af2a5ed5,Crash,1.0,5709,5,"MaxPool2d,Conv2d,BatchNorm2d,Conv2d,AvgPool2d","[1, 58, 64, 64]","Given groups=1, weight of size [11, 61, 3, 3], expected input[1, 58, 32, 32] to have 61 channels, but got 58 channels instead"
fuzz_pt_7074b9c3,Success,3.52,3451,4,"ReLU,MaxPool2d,AvgPool2d,MaxPool2d","[64, 45, 16, 64]",None
fuzz_pt_fd113b9e,Crash,1.0,5625,6,"Linear,Flatten,ReLU,Conv2d,BatchNorm2d,MaxPool2d","[64, 1401]",mat1 and mat2 shapes cannot be multiplied (64x1401 and 556x296)
fuzz_pt_e784a59e,Crash,1.0,1710,2,"Flatten,MaxPool2d","[64, 32, 16, 32]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_37e5f8d6,Crash,1.0,1159,1,BatchNorm2d,"[4, 6, 32, 128]",running_mean should contain 6 elements not 53
fuzz_pt_7d3a4f3d,Crash,1.0,1964,3,"Flatten,AvgPool2d,MaxPool2d","[16, 1558]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_2b17505e,Crash,1.0,1634,2,"Flatten,Linear","[1, 24, 16, 256]",mat1 and mat2 shapes cannot be multiplied (1x98304 and 668x689)
fuzz_pt_dfbe4bb5,Crash,175.4,2047,2,"Conv2d,Flatten",Unallocatable,AllocationError: [enforce fail at alloc_cpu.cpp:117] data. DefaultCPUAllocator: not enough memory: you tried to allocate 17716740096 bytes.
fuzz_pt_ba719cb4,Crash,94.76,2944,4,"MaxPool2d,Linear,BatchNorm2d,Flatten","[16, 44, 1024, 256]",mat1 and mat2 shapes cannot be multiplied (240064x85 and 57x367)
fuzz_pt_5571c296,Crash,1.0,6029,5,"BatchNorm2d,Linear,BatchNorm2d,MaxPool2d,Conv2d","[16, 3287]",expected 4D input (got 2D input)
fuzz_pt_422d649f,Crash,1.0,4795,4,"ReLU,MaxPool2d,Conv2d,Flatten","[1, 39, 32, 16]","Given groups=1, weight of size [59, 9, 3, 3], expected input[1, 39, 16, 8] to have 9 channels, but got 39 channels instead"
fuzz_pt_9e4404f6,Crash,1.0,5683,6,"BatchNorm2d,Conv2d,AvgPool2d,Linear,Flatten,Flatten","[128, 42, 32, 32]",running_mean should contain 42 elements not 46
fuzz_pt_7b8d4dd1,Crash,1.0,3031,2,"Linear,ReLU","[256, 755]",mat1 and mat2 shapes cannot be multiplied (256x755 and 36x196)
fuzz_pt_8a8b1fc2,Crash,1.0,2102,3,"BatchNorm2d,AvgPool2d,BatchNorm2d","[4, 1, 1024, 128]",running_mean should contain 1 elements not 12
fuzz_pt_6110566e,Crash,1.0,1936,2,"BatchNorm2d,Flatten","[64, 3500]",expected 4D input (got 2D input)
fuzz_pt_5d9fbe13,Crash,1.0,2058,2,"ReLU,BatchNorm2d","[1, 26, 16, 16]",running_mean should contain 26 elements not 57
fuzz_pt_c9895f6d,Crash,1.0,2613,3,"BatchNorm2d,ReLU,AvgPool2d","[4, 59, 16, 32]",running_mean should contain 59 elements not 19
fuzz_pt_0e978961,Timeout,2864.48,1917,2,"ReLU,ReLU","[64, 326]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_964d9c14,Crash,1.0,2090,4,"BatchNorm2d,BatchNorm2d,BatchNorm2d,MaxPool2d","[4, 5, 64, 128]",running_mean should contain 5 elements not 51
fuzz_pt_1c9411a5,Crash,5.69,2803,5,"MaxPool2d,BatchNorm2d,MaxPool2d,MaxPool2d,MaxPool2d","[64, 31, 256, 16]",running_mean should contain 31 elements not 1
fuzz_pt_d2c601af,Crash,1.0,2897,3,"Flatten,MaxPool2d,Conv2d","[1, 2671]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_091a5512,Crash,1.0,2896,3,"Linear,BatchNorm2d,BatchNorm2d","[128, 38, 16, 128]",mat1 and mat2 shapes cannot be multiplied (77824x128 and 936x260)
fuzz_pt_30118a24,Crash,1.0,3743,6,"BatchNorm2d,Linear,Linear,BatchNorm2d,BatchNorm2d,Flatten","[128, 19, 64, 16]",running_mean should contain 19 elements not 46
fuzz_pt_4c6da735,Timeout,3875.69,1967,1,MaxPool2d,"[16, 61, 1024, 1024]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_8a052ef2,Success,1.0,1645,1,ReLU,"[64, 28, 16, 64]",None
fuzz_pt_147ed67d,Crash,1.0,6656,6,"MaxPool2d,Conv2d,MaxPool2d,Flatten,Linear,BatchNorm2d","[1, 44, 16, 256]","Given groups=1, weight of size [54, 32, 1, 1], expected input[1, 44, 8, 128] to have 32 channels, but got 44 channels instead"
fuzz_pt_205906fa,Crash,1.0,3798,3,"BatchNorm2d,Linear,ReLU","[16, 2587]",expected 4D input (got 2D input)
fuzz_pt_2712a946,Crash,1.0,4427,4,"Linear,MaxPool2d,BatchNorm2d,Conv2d","[16, 12, 128, 256]",mat1 and mat2 shapes cannot be multiplied (24576x256 and 489x981)
fuzz_pt_a03284f1,Crash,1.0,1929,1,Conv2d,"[16, 42, 32, 16]","Given groups=1, weight of size [60, 17, 3, 3], expected input[16, 42, 32, 16] to have 17 channels, but got 42 channels instead"
fuzz_pt_6ba7d20b,Crash,1.0,3394,3,"Flatten,Linear,BatchNorm2d","[64, 1, 32, 64]",mat1 and mat2 shapes cannot be multiplied (64x2048 and 578x990)
fuzz_pt_bceb64cf,Crash,1.0,3436,4,"Conv2d,Flatten,ReLU,Linear","[1, 44, 64, 16]","Given groups=1, weight of size [18, 4, 5, 5], expected input[1, 44, 64, 16] to have 4 channels, but got 44 channels instead"
fuzz_pt_e74e66a0,Crash,1.0,1209,2,"BatchNorm2d,AvgPool2d","[4, 39, 64, 1024]",running_mean should contain 39 elements not 51
fuzz_pt_ad25e0df,Crash,1.0,1577,2,"ReLU,BatchNorm2d","[16, 20, 16, 128]",running_mean should contain 20 elements not 1
fuzz_pt_a19f5ddd,Success,1.0,1506,1,Flatten,"[4, 17, 1024, 16]",None
fuzz_pt_df51028e,Crash,1.0,3258,4,"Flatten,ReLU,Linear,MaxPool2d","[128, 1, 128, 16]",mat1 and mat2 shapes cannot be multiplied (128x2048 and 283x940)
fuzz_pt_9cfb4647,Crash,1.0,3906,4,"Linear,Linear,Flatten,Flatten","[1, 3019]",mat1 and mat2 shapes cannot be multiplied (1x3019 and 172x715)
fuzz_pt_f6af8c8d,Crash,1.0,4060,6,"ReLU,BatchNorm2d,Conv2d,BatchNorm2d,ReLU,BatchNorm2d","[1, 19, 128, 256]",running_mean should contain 19 elements not 57
fuzz_pt_29d96829,Crash,1.0,2286,2,"Conv2d,ReLU","[128, 1, 32, 1024]","Given groups=1, weight of size [38, 19, 1, 1], expected input[128, 1, 32, 1024] to have 19 channels, but got 1 channels instead"
fuzz_pt_e3d7c2a2,Crash,1.0,4081,4,"Conv2d,MaxPool2d,ReLU,ReLU","[1, 50, 32, 32]","Given groups=1, weight of size [23, 33, 1, 1], expected input[1, 50, 32, 32] to have 33 channels, but got 50 channels instead"
fuzz_pt_7a7667ef,Success,1.0,2261,2,"Flatten,Flatten","[128, 56, 32, 32]",None
fuzz_pt_e055d974,Crash,1.0,3551,6,"ReLU,MaxPool2d,Flatten,BatchNorm2d,MaxPool2d,Flatten","[16, 1363]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_cdac2251,Crash,1.51,2655,3,"ReLU,Conv2d,AvgPool2d","[16, 2894]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [16, 2894]"
fuzz_pt_54ad4204,Crash,1.0,5488,5,"BatchNorm2d,MaxPool2d,Conv2d,AvgPool2d,Linear","[256, 1102]",expected 4D input (got 2D input)
fuzz_pt_820ddb28,Crash,8.58,5667,5,"AvgPool2d,Linear,MaxPool2d,Conv2d,Linear","[64, 30, 256, 64]",mat1 and mat2 shapes cannot be multiplied (245760x32 and 14x47)
fuzz_pt_b9a88b25,Crash,1.0,2763,3,"BatchNorm2d,Linear,BatchNorm2d","[128, 42, 256, 256]",running_mean should contain 42 elements not 48
fuzz_pt_471ad83a,Crash,1.0,2314,2,"Linear,Conv2d","[4, 18, 128, 1024]",mat1 and mat2 shapes cannot be multiplied (9216x1024 and 422x201)
fuzz_pt_6692cba6,Crash,1.0,2646,3,"Flatten,MaxPool2d,ReLU","[128, 2, 256, 1024]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_6ebde13f,Crash,1.0,3360,5,"Flatten,MaxPool2d,Conv2d,AvgPool2d,AvgPool2d","[16, 1721]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_8cfc78d2,Crash,1.0,3068,6,"MaxPool2d,MaxPool2d,ReLU,Flatten,MaxPool2d,AvgPool2d","[1, 699]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_9b18fea6,Crash,1.0,1580,1,Linear,"[128, 25, 32, 32]",mat1 and mat2 shapes cannot be multiplied (102400x32 and 355x476)
fuzz_pt_14d6e328,Success,1.0,1573,1,ReLU,"[16, 225]",None
fuzz_pt_e085ffd1,Crash,1.0,3511,3,"Linear,BatchNorm2d,BatchNorm2d","[16, 2263]",mat1 and mat2 shapes cannot be multiplied (16x2263 and 618x839)
fuzz_pt_de6a7527,Crash,1.0,2384,3,"ReLU,Conv2d,Flatten","[1, 38, 1024, 16]","Given groups=1, weight of size [46, 21, 3, 3], expected input[1, 38, 1024, 16] to have 21 channels, but got 38 channels instead"
fuzz_pt_b10668f9,Crash,1.0,3103,6,"BatchNorm2d,MaxPool2d,AvgPool2d,MaxPool2d,ReLU,MaxPool2d","[128, 4, 64, 128]",running_mean should contain 4 elements not 51
fuzz_pt_d0a46a2b,Success,1279.52,1455,1,AvgPool2d,"[16, 58, 64, 256]",None
fuzz_pt_b0fd6989,Crash,1.0,2101,1,Linear,"[128, 48, 256, 64]",mat1 and mat2 shapes cannot be multiplied (1572864x64 and 609x589)
fuzz_pt_e1f21435,Crash,1.0,927,1,BatchNorm2d,"[4, 13, 1024, 64]",running_mean should contain 13 elements not 54
fuzz_pt_687ada33,Crash,1.0,4333,3,"Flatten,Linear,Conv2d","[1, 715]",mat1 and mat2 shapes cannot be multiplied (1x715 and 947x669)
fuzz_pt_aeed4737,Crash,1.0,829,1,MaxPool2d,"[1, 618]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_2fd58ef6,Crash,1.0,5636,6,"ReLU,Conv2d,Conv2d,ReLU,Linear,BatchNorm2d","[64, 2041]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [64, 2041]"
fuzz_pt_bbab71e1,Crash,1.0,4817,5,"Linear,Linear,BatchNorm2d,Flatten,ReLU","[1, 50, 32, 1024]",mat1 and mat2 shapes cannot be multiplied (1600x1024 and 172x363)
fuzz_pt_096f4516,Success,7.13,3396,3,"ReLU,ReLU,MaxPool2d","[128, 27, 32, 64]",None
fuzz_pt_11a8cae0,Crash,1.0,1052,1,MaxPool2d,"[16, 75]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_cbb17684,Crash,9.34,2917,4,"AvgPool2d,Flatten,MaxPool2d,ReLU","[16, 46, 256, 256]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_1a6526d7,Crash,1.0,2878,3,"Conv2d,AvgPool2d,BatchNorm2d","[4, 50, 64, 16]","Given groups=1, weight of size [59, 44, 1, 1], expected input[4, 50, 64, 16] to have 44 channels, but got 50 channels instead"
fuzz_pt_38dfd8b5,Crash,1.0,3537,4,"Linear,Flatten,AvgPool2d,BatchNorm2d","[128, 55, 128, 1024]",mat1 and mat2 shapes cannot be multiplied (901120x1024 and 673x623)
fuzz_pt_06b4c915,Crash,29.95,5520,5,"MaxPool2d,Linear,BatchNorm2d,Conv2d,MaxPool2d","[128, 10, 1024, 32]",mat1 and mat2 shapes cannot be multiplied (655360x16 and 988x60)
fuzz_pt_dfbc8a02,Success,1.0,2423,2,"MaxPool2d,AvgPool2d","[1, 4, 128, 16]",None
fuzz_pt_9d0b852f,Crash,1.0,2094,3,"Conv2d,MaxPool2d,BatchNorm2d","[1, 32, 64, 1024]","Given groups=1, weight of size [10, 55, 3, 3], expected input[1, 32, 64, 1024] to have 55 channels, but got 32 channels instead"
fuzz_pt_ab009cd3,Crash,1.0,4012,4,"Flatten,Conv2d,Conv2d,MaxPool2d","[4, 9, 256, 64]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [4, 147456]"
fuzz_pt_434ea299,Crash,2.0,3734,3,"Conv2d,AvgPool2d,Linear","[16, 41, 16, 256]","Given groups=1, weight of size [58, 7, 5, 5], expected input[16, 41, 16, 256] to have 7 channels, but got 41 channels instead"
fuzz_pt_812b0263,Success,9.78,1864,2,"MaxPool2d,MaxPool2d","[64, 15, 256, 64]",None
fuzz_pt_28d6d6cf,Crash,1.0,3001,2,"Flatten,Linear","[4, 29, 16, 1024]",mat1 and mat2 shapes cannot be multiplied (4x475136 and 154x87)
fuzz_pt_d93875be,Crash,1.0,1089,1,BatchNorm2d,"[4, 47, 1024, 256]",running_mean should contain 47 elements not 22
fuzz_pt_88715d04,Crash,1.0,4341,6,"Conv2d,MaxPool2d,Flatten,BatchNorm2d,Flatten,Linear","[16, 39, 256, 32]","Given groups=1, weight of size [28, 59, 3, 3], expected input[16, 39, 256, 32] to have 59 channels, but got 39 channels instead"
fuzz_pt_67c35afd,Crash,1.0,3456,3,"BatchNorm2d,BatchNorm2d,Linear","[128, 35, 16, 32]",running_mean should contain 35 elements not 34
fuzz_pt_467de403,Crash,1.0,4380,6,"MaxPool2d,BatchNorm2d,ReLU,ReLU,Linear,Flatten","[1, 1699]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_e711af0e,Crash,12.28,2844,2,"ReLU,Conv2d","[16, 60, 256, 256]","Given groups=1, weight of size [50, 63, 3, 3], expected input[16, 60, 256, 256] to have 63 channels, but got 60 channels instead"
fuzz_pt_e001e7b9,Success,1.01,2272,2,"Flatten,ReLU","[64, 48, 32, 16]",None
fuzz_pt_0a484b60,Crash,1.0,3480,5,"Flatten,Linear,AvgPool2d,AvgPool2d,AvgPool2d","[1, 28, 16, 32]",mat1 and mat2 shapes cannot be multiplied (1x14336 and 1017x119)
fuzz_pt_3b6f8ffe,Success,2.5,1455,1,AvgPool2d,"[16, 32, 256, 16]",None
fuzz_pt_adf8b133,Crash,1.0,5351,4,"AvgPool2d,Flatten,Linear,Linear","[1, 1225]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_9042fd2a,Crash,1.0,1324,1,BatchNorm2d,"[1, 30, 16, 32]",running_mean should contain 30 elements not 59
fuzz_pt_7f4daf54,Crash,1.0,4600,4,"Linear,ReLU,BatchNorm2d,AvgPool2d","[16, 2, 32, 16]",mat1 and mat2 shapes cannot be multiplied (1024x16 and 81x472)
fuzz_pt_87d059d4,Crash,1.0,3757,2,"Linear,Conv2d","[1, 3, 128, 32]",mat1 and mat2 shapes cannot be multiplied (384x32 and 812x210)
fuzz_pt_fc9112e3,Crash,1.6,4136,5,"ReLU,ReLU,MaxPool2d,MaxPool2d,Linear","[4, 38, 256, 16]",mat1 and mat2 shapes cannot be multiplied (4256x1 and 578x211)
fuzz_pt_4f45862e,Crash,1.0,4914,6,"ReLU,Conv2d,MaxPool2d,ReLU,Flatten,AvgPool2d","[16, 497]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [16, 497]"
fuzz_pt_1133813c,Crash,1.0,3925,4,"Conv2d,ReLU,ReLU,Linear","[4, 48, 128, 32]","Given groups=1, weight of size [11, 50, 3, 3], expected input[4, 48, 128, 32] to have 50 channels, but got 48 channels instead"
fuzz_pt_f8fead69,Crash,1.0,4777,3,"Flatten,Linear,Linear","[16, 49, 128, 32]",mat1 and mat2 shapes cannot be multiplied (16x200704 and 308x620)
fuzz_pt_3be11e8c,Crash,7.67,3437,5,"ReLU,MaxPool2d,Conv2d,Flatten,Conv2d","[16, 16, 1024, 32]","Given groups=1, weight of size [49, 28, 1, 1], expected input[16, 16, 341, 10] to have 28 channels, but got 16 channels instead"
fuzz_pt_9eb3b6bd,Crash,1.0,5881,6,"Conv2d,Linear,MaxPool2d,Conv2d,Flatten,Flatten","[128, 22, 1024, 32]","Given groups=1, weight of size [7, 63, 5, 5], expected input[128, 22, 1024, 32] to have 63 channels, but got 22 channels instead"
fuzz_pt_6cb2f75b,Crash,1.0,4623,6,"Conv2d,AvgPool2d,Conv2d,MaxPool2d,Flatten,BatchNorm2d","[16, 37, 32, 1024]","Given groups=1, weight of size [54, 53, 3, 3], expected input[16, 37, 32, 1024] to have 53 channels, but got 37 channels instead"
fuzz_pt_f13c7c16,Crash,1.0,4383,6,"Linear,Flatten,Linear,BatchNorm2d,Flatten,BatchNorm2d","[16, 18, 32, 256]",mat1 and mat2 shapes cannot be multiplied (9216x256 and 613x704)
fuzz_pt_63007450,Crash,1.0,4234,6,"Flatten,MaxPool2d,Flatten,MaxPool2d,Conv2d,Flatten","[64, 1552]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_e0d734ce,Timeout,2146.95,2615,3,"Flatten,Flatten,Flatten","[64, 3790]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_9db90a4d,Crash,1.0,1181,1,Conv2d,"[256, 502]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [256, 502]"
fuzz_pt_e14e2958,Crash,1.0,5415,4,"Flatten,MaxPool2d,Conv2d,Linear","[64, 64, 64, 64]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_77819a9d,Crash,1.0,1049,2,"BatchNorm2d,BatchNorm2d","[4, 14, 16, 1024]",running_mean should contain 14 elements not 32
fuzz_pt_f050154d,Crash,2.01,3085,3,"AvgPool2d,Linear,BatchNorm2d","[4, 9, 128, 32]",mat1 and mat2 shapes cannot be multiplied (2304x16 and 960x992)
fuzz_pt_ff6619db,Crash,22.91,2973,6,"MaxPool2d,BatchNorm2d,AvgPool2d,MaxPool2d,Conv2d,BatchNorm2d","[128, 39, 32, 256]",running_mean should contain 39 elements not 16
fuzz_pt_fc48e7de,Crash,1.0,2370,3,"BatchNorm2d,BatchNorm2d,Linear","[256, 2736]",expected 4D input (got 2D input)
fuzz_pt_bdb381cb,Success,58.69,2522,2,"MaxPool2d,Flatten","[128, 59, 1024, 16]",None
fuzz_pt_b49e0008,Crash,1.0,3904,4,"Flatten,Flatten,BatchNorm2d,Conv2d","[1, 1069]",expected 4D input (got 2D input)
fuzz_pt_926a4878,Success,1.0,1570,1,Flatten,"[4, 12, 128, 64]",None
fuzz_pt_fd8dc5b9,Crash,1.0,3898,6,"BatchNorm2d,Linear,ReLU,MaxPool2d,BatchNorm2d,BatchNorm2d","[64, 50, 32, 64]",running_mean should contain 50 elements not 43
fuzz_pt_1eeec2e3,Timeout,2548.91,2086,1,Flatten,"[256, 516]",TimeoutError: Execution exceeded maximum allowed time (2s)
fuzz_pt_2dce3000,Crash,1.0,1352,2,"BatchNorm2d,ReLU","[64, 6, 256, 64]",running_mean should contain 6 elements not 2
fuzz_pt_9aca4209,Crash,1.0,5988,5,"BatchNorm2d,Linear,Linear,Flatten,MaxPool2d","[1, 40, 64, 256]",running_mean should contain 40 elements not 45
fuzz_pt_b7526656,Crash,2.0,2336,2,"ReLU,Linear","[64, 21, 32, 64]",mat1 and mat2 shapes cannot be multiplied (43008x64 and 144x441)
fuzz_pt_70bea29a,Crash,1.0,3616,5,"BatchNorm2d,MaxPool2d,Conv2d,AvgPool2d,Conv2d","[16, 2987]",expected 4D input (got 2D input)
fuzz_pt_da98fc57,Crash,1.0,3620,4,"Conv2d,ReLU,AvgPool2d,Conv2d","[128, 56, 32, 1024]","Given groups=1, weight of size [41, 21, 3, 3], expected input[128, 56, 32, 1024] to have 21 channels, but got 56 channels instead"
fuzz_pt_9183a033,Success,1.03,2680,3,"ReLU,Flatten,ReLU","[1, 56, 64, 32]",None
fuzz_pt_a48fc43e,Crash,1.0,2249,5,"Flatten,AvgPool2d,Flatten,BatchNorm2d,AvgPool2d","[16, 50000]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_38ddac76,Crash,1.0,6220,6,"ReLU,BatchNorm2d,Linear,ReLU,Conv2d,Conv2d","[1, 39, 64, 256]",running_mean should contain 39 elements not 10
fuzz_pt_c86644e8,Crash,1.0,4815,6,"Conv2d,Linear,Flatten,Conv2d,BatchNorm2d,Linear","[64, 3532]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [64, 3532]"
fuzz_pt_81751b28,Crash,1.5,3011,5,"Flatten,AvgPool2d,AvgPool2d,BatchNorm2d,BatchNorm2d","[128, 6, 256, 128]","Dimension out of range (expected to be in range of [-2, 1], but got -3)"
fuzz_pt_bea6bc52,Crash,1.0,5737,6,"MaxPool2d,Flatten,ReLU,Flatten,Conv2d,Conv2d","[16, 3537]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_8a0a2ac9,Crash,1.0,5787,6,"ReLU,ReLU,Linear,Conv2d,Linear,Linear","[1, 696]",mat1 and mat2 shapes cannot be multiplied (1x696 and 588x487)
fuzz_pt_163437e6,Success,7.72,3267,2,"AvgPool2d,MaxPool2d","[128, 11, 1024, 16]",None
fuzz_pt_4891abee,Crash,1.0,3012,3,"BatchNorm2d,ReLU,Linear","[1, 59, 1024, 128]",running_mean should contain 59 elements not 27
fuzz_pt_ad3dfc0c,Crash,1.0,3761,6,"MaxPool2d,AvgPool2d,AvgPool2d,Conv2d,Linear,ReLU","[256, 902]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_6f984c80,Crash,1.0,4224,5,"Linear,Linear,BatchNorm2d,Flatten,MaxPool2d","[1, 28, 256, 16]",mat1 and mat2 shapes cannot be multiplied (7168x16 and 173x967)
fuzz_pt_ef2d1739,Crash,1.0,3230,3,"Flatten,MaxPool2d,Conv2d","[16, 17, 64, 128]",non-empty 3D or 4D (batch mode) tensor expected for input
fuzz_pt_46ca004e,Crash,2.51,1403,3,"MaxPool2d,BatchNorm2d,BatchNorm2d","[4, 19, 64, 256]",running_mean should contain 19 elements not 26
fuzz_pt_a2c24c03,Crash,1.0,4952,4,"Conv2d,Conv2d,AvgPool2d,Conv2d","[1, 1510]","Expected 3D (unbatched) or 4D (batched) input to conv2d, but got input of size: [1, 1510]"
